"interaction_name","lig_contributor","receptor_subunit","lig_contributor_group","lig_contributor_coeff","receptor_subunit_group","receptor_subunit_coeff","interaction_type","ligand_type","source"
"LAMA4_SV2A","LAMA4","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA5_SV2A","LAMA5","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB1_SV2A","LAMB1","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB2_SV2A","LAMB2","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB3_SV2A","LAMB3","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC1_SV2A","LAMC1","SV2A","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMC2_SV2A","LAMC2","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC3_SV2A","LAMC3","SV2A","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA1_SV2B","LAMA1","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA2_SV2B","LAMA2","SV2B","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA3_SV2B","LAMA3","SV2B","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA4_SV2B","LAMA4","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA5_SV2B","LAMA5","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB1_SV2B","LAMB1","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB2_SV2B","LAMB2","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB3_SV2B","LAMB3","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC1_SV2B","LAMC1","SV2B","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMC2_SV2B","LAMC2","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC3_SV2B","LAMC3","SV2B","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA1_SV2C","LAMA1","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA2_SV2C","LAMA2","SV2C","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA3_SV2C","LAMA3","SV2C","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA4_SV2C","LAMA4","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA5_SV2C","LAMA5","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB1_SV2C","LAMB1","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB2_SV2C","LAMB2","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB3_SV2C","LAMB3","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC1_SV2C","LAMC1","SV2C","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMC2_SV2C","LAMC2","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC3_SV2C","LAMC3","SV2C","1","1","1","1","ECM-Receptor","","CellChat"
"THBS1_CD36","THBS1","CD36","1","1","1","1","ECM-Receptor","","CellChat"
"THBS2_CD36","THBS2","CD36","1","1","1","1","ECM-Receptor","","CellChat"
"THBS3_CD36","THBS3","CD36","1","1","1","1","ECM-Receptor","","CellChat"
"THBS4_CD36","THBS4","CD36","1","1","1","1","ECM-Receptor","","CellChat"
"COMP_CD36","COMP","CD36","1","1","1","1","ECM-Receptor","","CellChat"
"VWF_GP1BA_GP1BB_GP5_GP9","VWF","GP5;GP1BA;GP1BB;GP9","1","1","1;1;1;1","1","ECM-Receptor","secreted","CellChat"
"COL1A1_GP6","COL1A1","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL1A2_GP6","COL1A2","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL2A1_GP6","COL2A1","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A1_GP6","COL4A1","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A2_GP6","COL4A2","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A3_GP6","COL4A3","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A4_GP6","COL4A4","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A5_GP6","COL4A5","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL4A6_GP6","COL4A6","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL6A1_GP6","COL6A1","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL6A2_GP6","COL6A2","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL6A3_GP6","COL6A3","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL6A5_GP6","COL6A5","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL6A6_GP6","COL6A6","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL9A1_GP6","COL9A1","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL9A2_GP6","COL9A2","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"COL9A3_GP6","COL9A3","GP6","1","1","1","1","ECM-Receptor","secreted","CellChat"
"THBS1_CD47","THBS1","CD47","1","1","1","1","ECM-Receptor","","CellChat"
"THBS2_CD47","THBS2","CD47","1","1","1","1","ECM-Receptor","","CellChat"
"THBS3_CD47","THBS3","CD47","1","1","1","1","ECM-Receptor","","CellChat"
"THBS4_CD47","THBS4","CD47","1","1","1","1","ECM-Receptor","","CellChat"
"COMP_CD47","COMP","CD47","1","1","1","1","ECM-Receptor","","CellChat"
"AGRN_DAG1","AGRN","DAG1","1","1","1","1","ECM-Receptor","secreted","CellChat"
"HSPG2_DAG1","HSPG2","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA1_DAG1","LAMA1","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA2_DAG1","LAMA2","DAG1","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA3_DAG1","LAMA3","DAG1","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMA4_DAG1","LAMA4","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMA5_DAG1","LAMA5","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB1_DAG1","LAMB1","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB2_DAG1","LAMB2","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMB3_DAG1","LAMB3","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC1_DAG1","LAMC1","DAG1","1","1","1","1","ECM-Receptor","secreted","CellChat"
"LAMC2_DAG1","LAMC2","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"LAMC3_DAG1","LAMC3","DAG1","1","1","1","1","ECM-Receptor","","CellChat"
"ANXA1_FPR2_LXA4","ANXA1","FPR2;FPR3","1","1","1;1","1","Secreted Signaling","secreted","CellChat"
"APP_CD74","APP","CD74","1","1","1","1","Cell-Cell Contact","","CellChat"
"CADM1_CADM1","CADM1","CADM1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CADM3_CADM3","CADM3","CADM3","1","1","1","1","Cell-Cell Contact","","CellChat"
"FCER2A_ITGAM_ITGB2","FCER2","ITGAM;ITGB2","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"FCER2A_ITGAX_ITGB2","FCER2","ITGAX;ITGB2","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"FCER2A_ITGAV_ITGB3","FCER2","ITGAV;ITGB3","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"FCER2A_CR2","FCER2","CR2","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"CD34_SELP","CD34","SELP","1","1","1","1","Cell-Cell Contact","","CellChat"
"ENTPD1_ADORA1","ENTPD1","ADORA1","1","1","1","1","Cell-Cell Contact","","CellChat"
"ENTPD1_ADORA2A","ENTPD1","ADORA2A","1","1","1","1","Cell-Cell Contact","","CellChat"
"ENTPD1_ADORA2B","ENTPD1","ADORA2B","1","1","1","1","Cell-Cell Contact","","CellChat"
"ENTPD1_TMIGD3","ENTPD1","TMIGD3","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD40LG_CD40","CD40LG","CD40","1","1","1","1","Cell-Cell Contact","cytokine","CellChat"
"PTPRC_CD22","PTPRC","CD22","1","1","1","1","Cell-Cell Contact","","CellChat"
"PTPRC_MRC1","PTPRC","MRC1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD46_JAG1","CD46","JAG1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD48_CD244A","CD48","CD244","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD6_ALCAM","CD6","ALCAM","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"CD80_CD274","CD80","CD274","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD80_CD28","CD80","CD28","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD80_CTLA4","CD80","CTLA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD86_CD28","CD86","CD28","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD86_CTLA4","CD86","CTLA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD96_NECTIN1","CD96","NECTIN1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD96_PVR","CD96","PVR","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD99_PILRA","CD99","PILRA","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD99_CD99","CD99","CD99","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD99_CD99L2","CD99","CD99L2","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH15_CDH15","CDH15","CDH15","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH4_CDH4","CDH4","CDH4","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH2_CDH2","CDH2","CDH2","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH1_CDH1","CDH1","CDH1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH1_ITGA1_ITGB1","CDH1","ITGA2;ITGB1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"CDH1_ITGAE_ITGB7","CDH1","ITGAE;ITGB7","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"CDH1_KLRG1","CDH1","KLRG1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CDH5_CDH5","CDH5","CDH5","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD1D_CEACAM5","CD1D","CEACAM5","1","1","1","1","Cell-Cell Contact","","CellChat"
"CD209_CEACAM1","CD209","CEACAM1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"CD8A_CEACAM5","CD8A","CEACAM5","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"CEACAM1_CEACAM5","CEACAM1","CEACAM5","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"SELE_CEACAM1","SELE","CEACAM1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLDN11_CLDN11","CLDN11","CLDN11","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC2D_KLRB1","CLEC2D","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC2A_KLRB1","CLEC2A","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC2B_KLRB1","CLEC2B","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC2C_KLRB1","CD69","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC2L_KLRB1","CLEC2L","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"CLEC1B_KLRB1","CLEC1B","KLRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"NFASC_CNTN1_CNTNAP1","NFASC","CNTN1;CNTNAP1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"CNTN2_CNTN2_CNTNAP2","CNTN2","CNTN2;CNTNAP2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"CNTN2_L1CAM","CNTN2","L1CAM","1","1","1","1","Cell-Cell Contact","","CellChat"
"CNTN2_CNTN2","CNTN2","CNTN2","1","1","1","1","Cell-Cell Contact","","CellChat"
"CNTN1_NRCAM","CNTN1","NRCAM","1","1","1","1","Cell-Cell Contact","","CellChat"
"CSPG4_ITGA2_ITGB1","CSPG4","ITGA3;ITGB1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"DSC1_DSG1","DSC1","DSG1","1","1","1","1","Cell-Cell Contact","","CellChat"
"DSC1_DSG2","DSC1","DSG2","1","1","1","1","Cell-Cell Contact","","CellChat"
"DSC2_DSG1","DSC2","DSG1","1","1","1","1","Cell-Cell Contact","","CellChat"
"DSC2_DSG2","DSC2","DSG2","1","1","1","1","Cell-Cell Contact","","CellChat"
"DSC3_DSG1","DSC3","DSG1","1","1","1","1","Cell-Cell Contact","","CellChat"
"DSC3_DSG2","DSC3","DSG2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EPGN_EGFR","EPGN","EGFR","1","1","1","1","Cell-Cell Contact","growth factor","CellChat"
"EFNA1_EPHA1","EFNA1","EPHA1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA2","EFNA1","EPHA2","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA3","EFNA1","EPHA3","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA4","EFNA1","EPHA4","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA5","EFNA1","EPHA5","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA7","EFNA1","EPHA7","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA1_EPHA8","EFNA1","EPHA8","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA2_EPHA1","EFNA2","EPHA1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA2","EFNA2","EPHA2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA3","EFNA2","EPHA3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA4","EFNA2","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA5","EFNA2","EPHA5","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA7","EFNA2","EPHA7","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA2_EPHA8","EFNA2","EPHA8","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA1","EFNA3","EPHA1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA2","EFNA3","EPHA2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA3","EFNA3","EPHA3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA4","EFNA3","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA5","EFNA3","EPHA5","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA7","EFNA3","EPHA7","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA3_EPHA8","EFNA3","EPHA8","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA4_EPHA1","EFNA4","EPHA1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA2","EFNA4","EPHA2","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA3","EFNA4","EPHA3","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA4","EFNA4","EPHA4","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA5","EFNA4","EPHA5","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA7","EFNA4","EPHA7","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA4_EPHA8","EFNA4","EPHA8","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"EFNA5_EPHA1","EFNA5","EPHA1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA2","EFNA5","EPHA2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA3","EFNA5","EPHA3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA4","EFNA5","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA5","EFNA5","EPHA5","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA7","EFNA5","EPHA7","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHA8","EFNA5","EPHA8","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNA5_EPHB2","EFNA5","EPHB2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB1_EPHA4","EFNB1","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB1_EPHB1","EFNB1","EPHB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB1_EPHB2","EFNB1","EPHB2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB1_EPHB3","EFNB1","EPHB3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB1_EPHB4","EFNB1","EPHB4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB2_EPHA4","EFNB2","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB2_EPHB1","EFNB2","EPHB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB2_EPHB2","EFNB2","EPHB2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB2_EPHB3","EFNB2","EPHB3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB2_EPHB4","EFNB2","EPHB4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHA4","EFNB3","EPHA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHB1","EFNB3","EPHB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHB2","EFNB3","EPHB2","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHB3","EFNB3","EPHB3","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHB4","EFNB3","EPHB4","1","1","1","1","Cell-Cell Contact","","CellChat"
"EFNB3_EPHB6","EFNB3","EPHB6","1","1","1","1","Cell-Cell Contact","","CellChat"
"ESAM_ESAM","ESAM","ESAM","1","1","1","1","Cell-Cell Contact","","CellChat"
"GP1BA_ITGAM_ITGB2","GP1BA","ITGAM;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM1_ITGAX_ITGB2","ICAM1","ITGAX;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM1_ITGAL_ITGB2","ICAM1","ITGAL;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM2_ITGAL_ITGB2","ICAM2","ITGAL;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM1_ITGAM_ITGB2","ICAM1","ITGAM;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM2_ITGAM_ITGB2","ICAM2","ITGAM;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ICAM1_ITGAL","ICAM1","ITGAL","1","1","1","1","Cell-Cell Contact","","CellChat"
"ICAM1_SPN","ICAM1","SPN","1","1","1","1","Cell-Cell Contact","","CellChat"
"ICAM5_CD209","ICAM5","CD209","1","1","1","1","Cell-Cell Contact","","CellChat"
"ICOSL_ICOS","ICOSLG","ICOS","1","1","1","1","Cell-Cell Contact","","CellChat"
"ICOSL_CD28","ICOSLG","CD28","1","1","1","1","Cell-Cell Contact","","CellChat"
"ICOSL_CTLA4","ICOSLG","CTLA4","1","1","1","1","Cell-Cell Contact","","CellChat"
"JAM2_ITGA3_ITGB1","JAM2","ITGA3;ITGB1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"JAM2_ITGAV_ITGB1","JAM2","ITGAV;ITGB1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"JAM3_ITGAM_ITGB2","JAM3","ITGAM;ITGB2","1","1","1;1","1","Cell-Cell Contact","secreted","CellChat"
"JAM1_ITGAL_ITGB2","F11R","ITGAL;ITGB2","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"JAM2_JAM3","JAM2","JAM3","1","1","1","1","Cell-Cell Contact","","CellChat"
"F11R_F11R","F11R","F11R","1","1","1","1","Cell-Cell Contact","","CellChat"
"JAM2_F11R","JAM2","F11R","1","1","1","1","Cell-Cell Contact","","CellChat"
"JAM2_JAM2","JAM2","JAM2","1","1","1","1","Cell-Cell Contact","","CellChat"
"JAM3_F11R","JAM3","F11R","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"JAM3_JAM3","JAM3","JAM3","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"L1CAM_ITGAV_ITGB3","L1CAM","ITGAV;ITGB3","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"L1CAM_ITGA4_ITGB7","L1CAM","ITGA4;ITGB7","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"L1CAM_L1CAM","L1CAM","L1CAM","1","1","1","1","Cell-Cell Contact","","CellChat"
"LCK_CD8A_CD8B1","LCK","CD8B;CD8A","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"MADCAM1_ITGA4_ITGB7","MADCAM1","ITGA4;ITGB7","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"MAG_MAG","MAG","MAG","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-A_CD8A","HLA-A","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-B_CD8A","HLA-B","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_CD8A","HLA-C","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD8A","HLA-E","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_CD8A","HLA-F","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-G_CD8A","HLA-G","CD8A","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-A_CD8B","HLA-A","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-B_CD8B","HLA-B","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_CD8B","HLA-C","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD8B","HLA-E","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_CD8B","HLA-F","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-G_CD8B","HLA-G","CD8B","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-A_CD8B2","HLA-A","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-B_CD8B2","HLA-B","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_CD8B2","HLA-C","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD8B2","HLA-E","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_CD8B2","HLA-F","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-G_CD8B2","HLA-G","CD8B2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR2DL1","HLA-C","KIR2DL1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR2DL2","HLA-C","KIR2DL2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR2DL3","HLA-C","KIR2DL3","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR2DS1","HLA-C","KIR2DS1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR2DS4","HLA-C","KIR2DS4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-G_LILRB1","HLA-G","LILRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-G_LILRB2","HLA-G","LILRB2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_KIR3DL1","HLA-F","KIR3DL1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_KIR3DL2","HLA-F","KIR3DL2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-B_KIR3DL2","HLA-B","KIR3DL2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-C_KIR3DL3","HLA-C","KIR3DL3","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_KLRC1","HLA-E","KLRC1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_KLRC2","HLA-E","KLRC2","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-A_KIR3DL1","HLA-A","KIR3DL1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_LILRB1","HLA-F","LILRB1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_KLRK1","HLA-E","KLRK1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-F_KIR3DS1","HLA-F","KIR3DS1","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD94:NKG2A","HLA-E","KLRC1;KLRD1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD94:NKG2C","HLA-E","KLRC2;KLRD1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"HLA-E_CD94:NKG2E","HLA-E","KLRC3;KLRD1","1","1","1;1","1","Cell-Cell Contact","","CellChat"
"ULBP1_KLRK1","ULBP1","KLRK1","1","1","1","1","Cell-Cell Contact","","CellChat"
"ULBP2_KLRK1","ULBP2","KLRK1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"ULBP3_KLRK1","ULBP3","KLRK1","1","1","1","1","Cell-Cell Contact","","CellChat"
"RAET1L_KLRK1","RAET1L","KLRK1","1","1","1","1","Cell-Cell Contact","","CellChat"
"RAET1E_KLRK1","RAET1E","KLRK1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"RAET1G_KLRK1","RAET1G","KLRK1","1","1","1","1","Cell-Cell Contact","secreted","CellChat"
"HLA-DPA1_CD4","HLA-DPA1","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DPB1_CD4","HLA-DPB1","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DQA1_CD4","HLA-DQA1","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DMA_CD4","HLA-DMA","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DMB_CD4","HLA-DMB","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DQA2_CD4","HLA-DQA2","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DOA_CD4","HLA-DOA","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DOB_CD4","HLA-DOB","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DQB1_CD4","HLA-DQB1","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DRA_CD4","HLA-DRA","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DRB1_CD4","HLA-DRB1","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DRB3_CD4","HLA-DRB3","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DRB4_CD4","HLA-DRB4","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
"HLA-DRB5_CD4","HLA-DRB5","CD4","1","1","1","1","Cell-Cell Contact","","CellChat"
